41.283	2.074	1.0
44.491	1.994	1.0
49.239	4.205	1.0
66.615	5.869	1.0
74.73	0.955	1.0
77.52	1.2770000000000001	1.0
80.366	0.894	1.0
87.629	1.089	1.0
91.677	0.8170000000000001	1.0
93.594	1.931	1.0
98.074	0.6509999999999999	1.0
100.756	0.8009999999999999	1.0
117.31	1.135	1.0
121.251	0.635	1.0
123.73	0.5710000000000001	1.0
126.312	0.478	1.0
128.621	0.625	1.0
130.485	2.16	1.0
134.694	7.327000000000001	1.0
151.962	0.82	1.0
155.827	0.556	1.0
158.187	0.451	1.0
160.386	0.34	1.0
163.729	0.33299999999999996	1.0
166.285	0.418	1.0
173.429	3.873	1.0
178.839	1.175	1.0
181.943	1.287	1.0
185.658	3.444	1.0
191.738	1.804	1.0
203.17	3.036	1.0
207.397	2.313	1.0
211.622	1.193	1.0
215.701	0.469	1.0
218.239	1.28	1.0
221.333	1.49	1.0
238.266	7.694	1.0
248.934	1.065	1.0
252.626	0.805	1.0
255.099	2.076	1.0
259.582	1.865	1.0
270.867	6.204	1.0
279.404	0.6990000000000001	1.0
282.117	1.074	1.0
290.367	2.377	1.0
294.125	0.9790000000000001	1.0
298.143	0.785	1.0
300.628	1.723	1.0
304.098	0.902	1.0
311.043	1.9480000000000002	1.0
314.172	1.38	1.0
326.37	3.623	1.0
331.65	1.182	1.0
334.441	1.0390000000000001	1.0
336.634	2.27	1.0
340.57	0.894	1.0
342.967	1.153	1.0
353.338	8.55	1.0
434.806	3.267	1.0
440.087	0.993	1.0
442.826	0.927	1.0
445.799	0.875	1.0
449.466	0.855	1.0
452.681	0.7759999999999999	1.0
455.676	0.741	1.0
458.447	0.426	1.0
465.061	5.084	1.0
471.956	0.7020000000000001	1.0
474.217	0.912	1.0
477.033	0.6729999999999999	1.0
480.558	0.516	1.0
492.396	3.9010000000000002	1.0
497.388	0.79	1.0
499.374	0.8590000000000001	1.0
501.899	0.623	1.0
503.611	0.9740000000000001	1.0
507.621	1.181	1.0
511.704	0.77	1.0
552.833	2.697	1.0
558.243	1.382	1.0
562.081	0.7440000000000001	1.0
563.952	1.1540000000000001	1.0
567.402	0.8640000000000001	1.0
578.067	3.719	1.0
583.92	0.594	1.0
585.962	1.248	1.0
589.229	1.254	1.0
592.084	1.078	1.0
