70.406	0.772	1.0
73.378	0.772	1.0
74.935	0.772	1.0
77.889	0.772	1.0
80.369	0.772	1.0
81.892	0.772	1.0
84.759	0.772	1.0
86.792	0.772	1.0
90.096	0.772	1.0
114.749	0.772	1.0
117.775	0.772	1.0
120.887	0.772	1.0
124.20100000000001	0.772	1.0
154.187	0.772	1.0
155.874	0.772	1.0
158.13299999999998	0.772	1.0
160.5	0.772	1.0
162.25799999999998	0.772	1.0
165.03099999999998	0.772	1.0
168.248	0.772	1.0
169.763	0.772	1.0
171.718	0.772	1.0
174.24400000000003	0.772	1.0
176.77599999999998	0.772	1.0
190.082	0.772	1.0
192.804	0.772	1.0
196.062	0.772	1.0
197.74	0.772	1.0
199.331	0.772	1.0
200.90200000000002	0.772	1.0
204.23	0.772	1.0
331.74300000000005	0.772	1.0
334.588	0.772	1.0
337.566	0.772	1.0
339.43699999999995	0.772	1.0
342.756	0.772	1.0
351.001	0.772	1.0
390.53	0.772	1.0
391.87699999999995	0.772	1.0
394.22	0.772	1.0
397.195	0.772	1.0
400.415	0.772	1.0
401.968	0.772	1.0
404.798	0.772	1.0
407.99800000000005	0.772	1.0
465.13	0.772	1.0
501.839	0.772	1.0
504.14300000000003	0.772	1.0
505.777	0.772	1.0
507.833	0.772	1.0
510.181	0.772	1.0
512.8919999999999	0.772	1.0
514.279	0.772	1.0
516.623	0.772	1.0
519.863	0.772	1.0
521.5319999999999	0.772	1.0
523.0409999999999	0.772	1.0
525.99	0.772	1.0
533.508	0.772	1.0
536.686	0.772	1.0
538.6759999999999	0.772	1.0
540.8009999999999	0.772	1.0
543.935	0.772	1.0
554.212	0.772	1.0
556.8530000000001	0.772	1.0
559.58	0.772	1.0
562.487	0.772	1.0
564.271	0.772	1.0
567.227	0.772	1.0
570.595	0.772	1.0
573.63	0.772	1.0
576.568	0.772	1.0
579.465	0.772	1.0
